Date,Hour,Total Market Demand,Ontario Demand
1-Aug-08,1,17569,15164
1-Aug-08,2,17108,14651
1-Aug-08,3,16393,14048
1-Aug-08,4,16280,13978
1-Aug-08,5,17016,14530
1-Aug-08,6,17675,15137
1-Aug-08,7,19159,16645
1-Aug-08,8,20747,18174
1-Aug-08,9,21853,19285
1-Aug-08,10,22969,20241
1-Aug-08,11,23584,21021
1-Aug-08,12,24271,21171
1-Aug-08,13,24330,21312
1-Aug-08,14,24196,21279
1-Aug-08,15,23681,21095
1-Aug-08,16,23499,21180
1-Aug-08,17,23982,21203
1-Aug-08,18,23892,20852
1-Aug-08,19,23177,20201
1-Aug-08,20,22414,19462
1-Aug-08,21,22338,19408
1-Aug-08,22,21285,18105
1-Aug-08,23,18743,16608
1-Aug-08,24,17730,15416
2-Aug-08,1,16823,14627
2-Aug-08,2,16468,14076
2-Aug-08,3,16106,13626
2-Aug-08,4,15707,13509
2-Aug-08,5,16024,13467
2-Aug-08,6,15862,13622
2-Aug-08,7,16897,14154
2-Aug-08,8,17971,15364
2-Aug-08,9,19513,16715
2-Aug-08,10,19669,17549
2-Aug-08,11,19814,18061
2-Aug-08,12,20450,18364
2-Aug-08,13,20536,18338
2-Aug-08,14,20489,18260
2-Aug-08,15,20596,18216
2-Aug-08,16,20815,18419
2-Aug-08,17,20775,18174
2-Aug-08,18,20294,17691
2-Aug-08,19,19849,17059
2-Aug-08,20,19204,16649
2-Aug-08,21,19358,16839
2-Aug-08,22,18710,16089
2-Aug-08,23,17146,14985
2-Aug-08,24,15976,14260
3-Aug-08,1,15731,13579
3-Aug-08,2,14906,13095
3-Aug-08,3,14513,12821
3-Aug-08,4,14563,12609
3-Aug-08,5,14563,12568
3-Aug-08,6,14715,12580
3-Aug-08,7,15348,13131
3-Aug-08,8,16396,14074
3-Aug-08,9,17210,15200
3-Aug-08,10,18244,16029
3-Aug-08,11,19246,16696
3-Aug-08,12,19748,17070
3-Aug-08,13,19901,17176
3-Aug-08,14,20060,17256
3-Aug-08,15,20128,17365
3-Aug-08,16,20223,17553
3-Aug-08,17,20430,17785
3-Aug-08,18,20313,17715
3-Aug-08,19,19888,17177
3-Aug-08,20,19407,16701
3-Aug-08,21,20091,16857
3-Aug-08,22,18744,16089
3-Aug-08,23,17137,14990
3-Aug-08,24,16363,14150
4-Aug-08,1,15644,13523
4-Aug-08,2,15508,13076
4-Aug-08,3,15572,12774
4-Aug-08,4,15456,12610
4-Aug-08,5,15565,12722
4-Aug-08,6,15725,12851
4-Aug-08,7,16534,13451
4-Aug-08,8,17669,14725
4-Aug-08,9,19136,16079
4-Aug-08,10,20405,17188
4-Aug-08,11,20871,17776
4-Aug-08,12,21381,18232
4-Aug-08,13,21211,18391
4-Aug-08,14,21473,18574
4-Aug-08,15,21303,18464
4-Aug-08,16,21245,18620
4-Aug-08,17,21469,18972
4-Aug-08,18,21665,18832
4-Aug-08,19,21115,18404
4-Aug-08,20,20773,18143
4-Aug-08,21,21128,18581
4-Aug-08,22,20482,17833
4-Aug-08,23,19343,16462
4-Aug-08,24,18113,15505
5-Aug-08,1,17387,14817
5-Aug-08,2,16685,14354
5-Aug-08,3,16515,14114
5-Aug-08,4,16514,14125
5-Aug-08,5,17189,14501
5-Aug-08,6,17991,15347
5-Aug-08,7,19888,16989
5-Aug-08,8,21282,18656
5-Aug-08,9,22781,19885
5-Aug-08,10,23385,20823
5-Aug-08,11,24051,21494
5-Aug-08,12,24170,21971
5-Aug-08,13,24091,22442
5-Aug-08,14,24361,22707
5-Aug-08,15,23922,22580
5-Aug-08,16,23756,22332
5-Aug-08,17,23272,21860
5-Aug-08,18,22453,21424
5-Aug-08,19,22083,20724
5-Aug-08,20,22251,20451
5-Aug-08,21,21664,19994
5-Aug-08,22,20367,18778
5-Aug-08,23,19337,17495
5-Aug-08,24,18841,16290
6-Aug-08,1,18032,15340
6-Aug-08,2,16957,14743
6-Aug-08,3,16556,14402
6-Aug-08,4,16784,14390
6-Aug-08,5,17518,14865
6-Aug-08,6,17995,15790
6-Aug-08,7,19311,17360
6-Aug-08,8,20838,18814
6-Aug-08,9,22139,19954
6-Aug-08,10,22516,20632
6-Aug-08,11,23091,21248
6-Aug-08,12,23615,21348
6-Aug-08,13,24463,21521
6-Aug-08,14,24466,21560
6-Aug-08,15,24943,21904
6-Aug-08,16,25238,22130
6-Aug-08,17,25113,22035
6-Aug-08,18,24454,21455
6-Aug-08,19,23510,20511
6-Aug-08,20,22877,19942
6-Aug-08,21,22700,20087
6-Aug-08,22,21023,18547
6-Aug-08,23,19489,17003
6-Aug-08,24,17843,15600
7-Aug-08,1,17531,14882
7-Aug-08,2,17035,14486
7-Aug-08,3,16362,13876
7-Aug-08,4,16110,13746
7-Aug-08,5,16633,14295
7-Aug-08,6,17947,15290
7-Aug-08,7,19371,16534
7-Aug-08,8,20088,17728
7-Aug-08,9,20627,18511
7-Aug-08,10,20945,19113
7-Aug-08,11,22297,19743
7-Aug-08,12,22916,20088
7-Aug-08,13,23246,20524
7-Aug-08,14,23137,20449
7-Aug-08,15,22908,20166
7-Aug-08,16,22929,20168
7-Aug-08,17,22726,20072
7-Aug-08,18,22308,19616
7-Aug-08,19,21456,18946
7-Aug-08,20,21087,18553
7-Aug-08,21,20881,18381
7-Aug-08,22,19417,17166
7-Aug-08,23,17739,15825
7-Aug-08,24,16824,14695
8-Aug-08,1,16448,14157
8-Aug-08,2,16209,13764
8-Aug-08,3,15677,13410
8-Aug-08,4,15441,13354
8-Aug-08,5,16330,13890
8-Aug-08,6,17312,14881
8-Aug-08,7,18667,16277
8-Aug-08,8,20215,17520
8-Aug-08,9,20882,18108
8-Aug-08,10,21192,18693
8-Aug-08,11,21505,19058
8-Aug-08,12,21629,19217
8-Aug-08,13,21760,19326
8-Aug-08,14,21353,19083
8-Aug-08,15,21932,18931
8-Aug-08,16,21481,18908
8-Aug-08,17,21450,18782
8-Aug-08,18,21113,18350
8-Aug-08,19,20752,17798
8-Aug-08,20,20475,17373
8-Aug-08,21,19750,17454
8-Aug-08,22,18985,16388
8-Aug-08,23,16935,15038
8-Aug-08,24,15535,14099
9-Aug-08,1,15781,13459
9-Aug-08,2,15136,12991
9-Aug-08,3,15125,12779
9-Aug-08,4,15308,12634
9-Aug-08,5,15166,12769
9-Aug-08,6,15526,12926
9-Aug-08,7,15308,13755
9-Aug-08,8,16247,14827
9-Aug-08,9,17227,15950
9-Aug-08,10,18404,16650
9-Aug-08,11,19330,16984
9-Aug-08,12,19394,16979
9-Aug-08,13,19621,16793
9-Aug-08,14,19544,16557
9-Aug-08,15,19305,16316
9-Aug-08,16,19326,16303
9-Aug-08,17,19224,16350
9-Aug-08,18,19316,16166
9-Aug-08,19,19475,15940
9-Aug-08,20,18943,15876
9-Aug-08,21,18493,15653
9-Aug-08,22,17245,14846
9-Aug-08,23,16079,14060
9-Aug-08,24,15406,13391
10-Aug-08,1,15049,12882
10-Aug-08,2,14987,12491
10-Aug-08,3,14749,12141
10-Aug-08,4,14351,11986
10-Aug-08,5,14457,12102
10-Aug-08,6,14296,12335
10-Aug-08,7,14459,12620
10-Aug-08,8,15068,13590
10-Aug-08,9,16362,14405
10-Aug-08,10,17225,15077
10-Aug-08,11,17542,15516
10-Aug-08,12,17923,15494
10-Aug-08,13,17507,15227
10-Aug-08,14,17761,15303
10-Aug-08,15,17617,15234
10-Aug-08,16,17779,15403
10-Aug-08,17,18209,15676
10-Aug-08,18,17853,15360
10-Aug-08,19,17175,15157
10-Aug-08,20,18055,15587
10-Aug-08,21,18535,15937
10-Aug-08,22,17182,14999
10-Aug-08,23,16137,14119
10-Aug-08,24,15260,13438
11-Aug-08,1,14293,12933
11-Aug-08,2,14374,12658
11-Aug-08,3,14404,12587
11-Aug-08,4,14368,12690
11-Aug-08,5,14641,13150
11-Aug-08,6,15394,14164
11-Aug-08,7,16681,15477
11-Aug-08,8,18705,16895
11-Aug-08,9,19699,17785
11-Aug-08,10,20465,18477
11-Aug-08,11,20939,18814
11-Aug-08,12,20755,18835
11-Aug-08,13,20946,18997
11-Aug-08,14,21178,19057
11-Aug-08,15,21145,19017
11-Aug-08,16,21023,18884
11-Aug-08,17,20718,19150
11-Aug-08,18,20642,18839
11-Aug-08,19,20052,18158
11-Aug-08,20,19867,18013
11-Aug-08,21,19961,18272
11-Aug-08,22,18224,16910
11-Aug-08,23,16922,15440
11-Aug-08,24,16138,14472
12-Aug-08,1,16190,13910
12-Aug-08,2,15880,13508
12-Aug-08,3,15513,13134
12-Aug-08,4,15582,13156
12-Aug-08,5,15485,13593
12-Aug-08,6,16774,14568
12-Aug-08,7,18096,15965
12-Aug-08,8,18944,17248
12-Aug-08,9,19366,17950
12-Aug-08,10,20512,18661
12-Aug-08,11,21101,19124
12-Aug-08,12,21818,19338
12-Aug-08,13,22228,19484
12-Aug-08,14,21854,19491
12-Aug-08,15,21959,19414
12-Aug-08,16,21206,19467
12-Aug-08,17,21229,19525
12-Aug-08,18,21046,19213
12-Aug-08,19,20490,18550
12-Aug-08,20,20406,18447
12-Aug-08,21,20707,18600
12-Aug-08,22,19174,17380
12-Aug-08,23,18133,15868
12-Aug-08,24,17179,14757
13-Aug-08,1,16694,13996
13-Aug-08,2,16284,13613
13-Aug-08,3,15855,13344
13-Aug-08,4,16089,13316
13-Aug-08,5,16384,13861
13-Aug-08,6,17215,14801
13-Aug-08,7,18757,16168
13-Aug-08,8,19872,17406
13-Aug-08,9,20637,18141
13-Aug-08,10,21554,18884
13-Aug-08,11,21903,19184
13-Aug-08,12,21987,19177
13-Aug-08,13,21685,19230
13-Aug-08,14,21156,19042
13-Aug-08,15,21112,18892
13-Aug-08,16,21518,19056
13-Aug-08,17,21468,18927
13-Aug-08,18,21204,18466
13-Aug-08,19,20741,17925
13-Aug-08,20,20790,18048
13-Aug-08,21,20571,18243
13-Aug-08,22,19813,17058
13-Aug-08,23,18199,15674
13-Aug-08,24,17104,14534
14-Aug-08,1,16272,13873
14-Aug-08,2,15865,13462
14-Aug-08,3,15017,13092
14-Aug-08,4,15335,13321
14-Aug-08,5,15814,13798
14-Aug-08,6,16866,14711
14-Aug-08,7,18446,16044
14-Aug-08,8,19808,17430
14-Aug-08,9,20160,18229
14-Aug-08,10,20391,18905
14-Aug-08,11,21052,19314
14-Aug-08,12,21399,19440
14-Aug-08,13,21830,19535
14-Aug-08,14,21855,19644
14-Aug-08,15,22096,19694
14-Aug-08,16,21888,19690
14-Aug-08,17,21563,19657
14-Aug-08,18,21521,19235
14-Aug-08,19,20627,18657
14-Aug-08,20,20522,18639
14-Aug-08,21,20557,18684
14-Aug-08,22,19310,17412
14-Aug-08,23,17688,15883
14-Aug-08,24,16676,14841
15-Aug-08,1,16108,14060
15-Aug-08,2,15801,13577
15-Aug-08,3,15437,13423
15-Aug-08,4,15012,13358
15-Aug-08,5,15716,13779
15-Aug-08,6,16427,14715
15-Aug-08,7,17784,15931
15-Aug-08,8,19889,17416
15-Aug-08,9,20852,18332
15-Aug-08,10,21204,18980
15-Aug-08,11,21275,19329
15-Aug-08,12,21234,19432
15-Aug-08,13,21500,19430
15-Aug-08,14,21835,19337
15-Aug-08,15,21242,18992
15-Aug-08,16,21455,18937
15-Aug-08,17,21573,18694
15-Aug-08,18,20700,18239
15-Aug-08,19,19808,17584
15-Aug-08,20,19449,17450
15-Aug-08,21,19796,17596
15-Aug-08,22,18243,16390
15-Aug-08,23,16952,15155
15-Aug-08,24,16265,14122
16-Aug-08,1,15103,13464
16-Aug-08,2,14724,13055
16-Aug-08,3,14769,12765
16-Aug-08,4,14604,12565
16-Aug-08,5,14813,12639
16-Aug-08,6,15033,12981
16-Aug-08,7,15456,13548
16-Aug-08,8,16499,14845
16-Aug-08,9,17590,15838
16-Aug-08,10,18024,16491
16-Aug-08,11,18937,17127
16-Aug-08,12,18802,17282
16-Aug-08,13,18887,17151
16-Aug-08,14,19089,17283
16-Aug-08,15,18960,17044
16-Aug-08,16,19272,17293
16-Aug-08,17,20062,17543
16-Aug-08,18,19778,17206
16-Aug-08,19,19139,16626
16-Aug-08,20,18761,16396
16-Aug-08,21,18801,16611
16-Aug-08,22,17897,15585
16-Aug-08,23,15803,14700
16-Aug-08,24,15464,13909
17-Aug-08,1,15175,13270
17-Aug-08,2,14979,12807
17-Aug-08,3,14544,12476
17-Aug-08,4,14531,12480
17-Aug-08,5,14350,12529
17-Aug-08,6,14213,12693
17-Aug-08,7,14624,13060
17-Aug-08,8,15945,14104
17-Aug-08,9,17488,15374
17-Aug-08,10,18815,16273
17-Aug-08,11,19636,16964
17-Aug-08,12,20334,17458
17-Aug-08,13,19996,17572
17-Aug-08,14,19928,17707
17-Aug-08,15,20107,17934
17-Aug-08,16,20269,18375
17-Aug-08,17,20292,18614
17-Aug-08,18,20372,18382
17-Aug-08,19,19990,18142
17-Aug-08,20,19892,18184
17-Aug-08,21,20039,18460
17-Aug-08,22,19248,17356
17-Aug-08,23,17965,16151
17-Aug-08,24,16503,15201
18-Aug-08,1,16448,14442
18-Aug-08,2,16204,14091
18-Aug-08,3,16529,13942
18-Aug-08,4,16869,14027
18-Aug-08,5,16901,14344
18-Aug-08,6,17626,15324
18-Aug-08,7,19321,16932
18-Aug-08,8,20764,18519
18-Aug-08,9,21588,19782
18-Aug-08,10,22490,20729
18-Aug-08,11,22997,21554
18-Aug-08,12,23699,22099
18-Aug-08,13,24220,22480
18-Aug-08,14,24772,22571
18-Aug-08,15,24694,22502
18-Aug-08,16,24164,22125
18-Aug-08,17,23748,21827
18-Aug-08,18,23424,21416
18-Aug-08,19,23297,20878
18-Aug-08,20,23382,21102
18-Aug-08,21,22385,20253
18-Aug-08,22,20514,18589
18-Aug-08,23,18570,16812
18-Aug-08,24,17694,15812
19-Aug-08,1,16819,14734
19-Aug-08,2,16292,14204
19-Aug-08,3,15902,13757
19-Aug-08,4,15536,13598
19-Aug-08,5,16133,14093
19-Aug-08,6,17031,14858
19-Aug-08,7,18725,16172
19-Aug-08,8,20149,17267
19-Aug-08,9,20484,17701
19-Aug-08,10,21046,18378
19-Aug-08,11,21391,18705
19-Aug-08,12,21351,18782
19-Aug-08,13,22015,18939
19-Aug-08,14,21904,18906
19-Aug-08,15,21599,18905
19-Aug-08,16,21817,19051
19-Aug-08,17,21508,19011
19-Aug-08,18,21633,18728
19-Aug-08,19,20925,18246
19-Aug-08,20,20870,18083
19-Aug-08,21,20911,18129
19-Aug-08,22,18895,16648
19-Aug-08,23,16818,15220
19-Aug-08,24,16434,14151
20-Aug-08,1,16035,13783
20-Aug-08,2,15731,13410
20-Aug-08,3,15956,13141
20-Aug-08,4,15859,13122
20-Aug-08,5,16037,13572
20-Aug-08,6,17167,14511
20-Aug-08,7,18374,15692
20-Aug-08,8,19736,17120
20-Aug-08,9,20665,17861
20-Aug-08,10,20701,18382
20-Aug-08,11,21061,18777
20-Aug-08,12,21573,19001
20-Aug-08,13,21945,19242
20-Aug-08,14,21674,19237
20-Aug-08,15,21384,19169
20-Aug-08,16,21188,19396
20-Aug-08,17,21215,19442
20-Aug-08,18,21270,18949
20-Aug-08,19,20482,18268
20-Aug-08,20,20921,18334
20-Aug-08,21,20618,18157
20-Aug-08,22,18941,16768
20-Aug-08,23,17939,15517
20-Aug-08,24,17147,14422
21-Aug-08,1,16100,13730
21-Aug-08,2,15917,13343
21-Aug-08,3,15499,13175
21-Aug-08,4,15590,13156
21-Aug-08,5,15755,13655
21-Aug-08,6,16795,14462
21-Aug-08,7,18611,15853
21-Aug-08,8,19663,17108
21-Aug-08,9,20920,17941
21-Aug-08,10,21134,18483
21-Aug-08,11,21567,19040
21-Aug-08,12,21419,19231
21-Aug-08,13,22147,19549
21-Aug-08,14,21999,19640
21-Aug-08,15,22104,19847
21-Aug-08,16,22433,19985
21-Aug-08,17,22462,19944
21-Aug-08,18,21787,19515
21-Aug-08,19,21431,18953
21-Aug-08,20,21936,18920
21-Aug-08,21,21474,18913
21-Aug-08,22,20401,17550
21-Aug-08,23,18603,15826
21-Aug-08,24,16975,14788
22-Aug-08,1,16992,14186
22-Aug-08,2,16562,13715
22-Aug-08,3,16537,13620
22-Aug-08,4,16646,13717
22-Aug-08,5,16756,14025
22-Aug-08,6,17573,14985
22-Aug-08,7,19000,16349
22-Aug-08,8,20091,17821
22-Aug-08,9,21818,19025
22-Aug-08,10,22625,19899
22-Aug-08,11,22920,20717
22-Aug-08,12,23252,21157
22-Aug-08,13,23811,21598
22-Aug-08,14,23945,21879
22-Aug-08,15,24193,21801
22-Aug-08,16,23860,21944
22-Aug-08,17,23791,21722
22-Aug-08,18,23459,21248
22-Aug-08,19,22927,20500
22-Aug-08,20,22908,20359
22-Aug-08,21,22080,19860
22-Aug-08,22,20677,18549
22-Aug-08,23,19278,17137
22-Aug-08,24,18219,15919
23-Aug-08,1,16948,15003
23-Aug-08,2,16135,14314
23-Aug-08,3,15560,13889
23-Aug-08,4,15396,13670
23-Aug-08,5,15421,13617
23-Aug-08,6,15749,14012
23-Aug-08,7,16101,14529
23-Aug-08,8,17520,15859
23-Aug-08,9,19239,17337
23-Aug-08,10,20015,18413
23-Aug-08,11,20424,19105
23-Aug-08,12,20947,19590
23-Aug-08,13,21559,19877
23-Aug-08,14,21543,20086
23-Aug-08,15,21115,20211
23-Aug-08,16,21424,20190
23-Aug-08,17,21197,20090
23-Aug-08,18,20889,19622
23-Aug-08,19,20380,18920
23-Aug-08,20,20216,19045
23-Aug-08,21,19849,18945
23-Aug-08,22,19140,17781
23-Aug-08,23,18592,16833
23-Aug-08,24,17249,15593
24-Aug-08,1,16516,14876
24-Aug-08,2,16138,14249
24-Aug-08,3,15631,13841
24-Aug-08,4,15418,13642
24-Aug-08,5,15314,13503
24-Aug-08,6,15351,13679
24-Aug-08,7,15652,14054
24-Aug-08,8,16598,15163
24-Aug-08,9,18085,16390
24-Aug-08,10,19040,17509
24-Aug-08,11,20129,18572
24-Aug-08,12,20524,19041
24-Aug-08,13,21043,19264
24-Aug-08,14,21053,19344
24-Aug-08,15,21208,19498
24-Aug-08,16,20939,19645
24-Aug-08,17,20892,19789
24-Aug-08,18,20527,19693
24-Aug-08,19,20011,18696
24-Aug-08,20,19460,18314
24-Aug-08,21,19568,18204
24-Aug-08,22,18499,16756
24-Aug-08,23,17173,15318
24-Aug-08,24,15834,14431
25-Aug-08,1,15386,13784
25-Aug-08,2,14926,13480
25-Aug-08,3,15040,13218
25-Aug-08,4,15030,13222
25-Aug-08,5,15948,13772
25-Aug-08,6,16828,14836
25-Aug-08,7,18375,15967
25-Aug-08,8,19826,17433
25-Aug-08,9,21093,18089
25-Aug-08,10,21313,18493
25-Aug-08,11,21257,18845
25-Aug-08,12,21667,18850
25-Aug-08,13,21919,18956
25-Aug-08,14,22017,19030
25-Aug-08,15,21892,19071
25-Aug-08,16,21894,19223
25-Aug-08,17,21546,19189
25-Aug-08,18,21525,18855
25-Aug-08,19,20963,18311
25-Aug-08,20,20806,18348
25-Aug-08,21,20529,17939
25-Aug-08,22,19101,16597
25-Aug-08,23,16994,15281
25-Aug-08,24,16691,14243
26-Aug-08,1,15972,13788
26-Aug-08,2,15840,13507
26-Aug-08,3,15425,13341
26-Aug-08,4,15647,13314
26-Aug-08,5,15950,13743
26-Aug-08,6,16832,14613
26-Aug-08,7,18112,15830
26-Aug-08,8,19598,17084
26-Aug-08,9,20384,17743
26-Aug-08,10,20779,18394
26-Aug-08,11,20497,18790
26-Aug-08,12,21007,19030
26-Aug-08,13,21698,19175
26-Aug-08,14,21453,19268
26-Aug-08,15,21448,19267
26-Aug-08,16,21284,19372
26-Aug-08,17,20977,19236
26-Aug-08,18,20439,18748
26-Aug-08,19,20121,18265
26-Aug-08,20,20243,18434
26-Aug-08,21,19865,18106
26-Aug-08,22,18860,16760
26-Aug-08,23,17485,15563
26-Aug-08,24,16597,14412
27-Aug-08,1,15917,13744
27-Aug-08,2,15510,13496
27-Aug-08,3,15481,13280
27-Aug-08,4,15078,13204
27-Aug-08,5,15800,13650
27-Aug-08,6,16709,14607
27-Aug-08,7,18541,15845
27-Aug-08,8,19122,17049
27-Aug-08,9,19968,17823
27-Aug-08,10,20129,18582
27-Aug-08,11,20722,19006
27-Aug-08,12,20837,19192
27-Aug-08,13,20834,19311
27-Aug-08,14,20820,19252
27-Aug-08,15,20711,19185
27-Aug-08,16,20423,19168
27-Aug-08,17,20441,19040
27-Aug-08,18,19999,18525
27-Aug-08,19,19717,18210
27-Aug-08,20,20491,18639
27-Aug-08,21,20316,18271
27-Aug-08,22,18496,16970
27-Aug-08,23,17200,15780
27-Aug-08,24,16326,14621
28-Aug-08,1,15857,14064
28-Aug-08,2,15539,13815
28-Aug-08,3,15397,13698
28-Aug-08,4,15654,13800
28-Aug-08,5,16022,14105
28-Aug-08,6,17069,15177
28-Aug-08,7,18605,16424
28-Aug-08,8,19567,17617
28-Aug-08,9,20719,18214
28-Aug-08,10,20919,18766
28-Aug-08,11,21646,19171
28-Aug-08,12,21854,19333
28-Aug-08,13,21995,19351
28-Aug-08,14,21613,19224
28-Aug-08,15,21257,18870
28-Aug-08,16,20878,18763
28-Aug-08,17,20813,18771
28-Aug-08,18,20589,18409
28-Aug-08,19,20094,18225
28-Aug-08,20,20669,18491
28-Aug-08,21,19805,17962
28-Aug-08,22,18515,16743
28-Aug-08,23,17147,15655
28-Aug-08,24,16545,14613
29-Aug-08,1,15670,14070
29-Aug-08,2,15125,13650
29-Aug-08,3,14741,13443
29-Aug-08,4,14791,13450
29-Aug-08,5,15919,14015
29-Aug-08,6,17079,14979
29-Aug-08,7,18761,16304
29-Aug-08,8,19968,17460
29-Aug-08,9,21190,18268
29-Aug-08,10,21615,18763
29-Aug-08,11,22060,19211
29-Aug-08,12,21793,19255
29-Aug-08,13,22137,19468
29-Aug-08,14,22281,19497
29-Aug-08,15,22217,19383
29-Aug-08,16,21948,19413
29-Aug-08,17,22060,19342
29-Aug-08,18,21708,19067
29-Aug-08,19,21466,18737
29-Aug-08,20,21297,18993
29-Aug-08,21,20493,18633
29-Aug-08,22,19355,17308
29-Aug-08,23,17824,16146
29-Aug-08,24,16965,15098
30-Aug-08,1,16002,14280
30-Aug-08,2,15137,13753
30-Aug-08,3,14951,13407
30-Aug-08,4,14893,13224
30-Aug-08,5,15319,13244
30-Aug-08,6,15319,13519
30-Aug-08,7,15684,13947
30-Aug-08,8,16434,15174
30-Aug-08,9,18091,16430
30-Aug-08,10,18406,17025
30-Aug-08,11,19343,17554
30-Aug-08,12,19915,17878
30-Aug-08,13,20048,17860
30-Aug-08,14,20035,17792
30-Aug-08,15,19821,17858
30-Aug-08,16,20216,18003
30-Aug-08,17,20529,18250
30-Aug-08,18,20119,17934
30-Aug-08,19,19596,17333
30-Aug-08,20,19505,17360
30-Aug-08,21,19027,17003
30-Aug-08,22,17502,16053
30-Aug-08,23,16788,15138
30-Aug-08,24,15831,14072
31-Aug-08,1,15242,13427
31-Aug-08,2,14807,13092
31-Aug-08,3,14567,12772
31-Aug-08,4,14562,12606
31-Aug-08,5,14464,12550
31-Aug-08,6,14196,12739
31-Aug-08,7,14151,12975
31-Aug-08,8,15158,14060
31-Aug-08,9,16759,15313
31-Aug-08,10,17867,16094
31-Aug-08,11,18339,16760
31-Aug-08,12,18955,17270
31-Aug-08,13,19113,17418
31-Aug-08,14,18838,17612
31-Aug-08,15,18718,17707
31-Aug-08,16,19039,18082
31-Aug-08,17,19609,18203
31-Aug-08,18,19084,17792
31-Aug-08,19,18708,17206
31-Aug-08,20,18553,17142
31-Aug-08,21,18193,16812
31-Aug-08,22,17555,16036
31-Aug-08,23,16503,15115
31-Aug-08,24,15666,14174
1-Sep-08,1,15038,13520
1-Sep-08,2,14703,13200
1-Sep-08,3,14141,12756
1-Sep-08,4,13873,12530
1-Sep-08,5,14038,12636
1-Sep-08,6,14269,12828
1-Sep-08,7,14429,13092
1-Sep-08,8,15474,13976
1-Sep-08,9,16774,15305
1-Sep-08,10,17939,16423
1-Sep-08,11,18985,17436
1-Sep-08,12,19215,17852
1-Sep-08,13,19579,18141
1-Sep-08,14,19692,18304
1-Sep-08,15,19642,18579
1-Sep-08,16,20176,19050
1-Sep-08,17,20715,19352
1-Sep-08,18,20361,19004
1-Sep-08,19,19707,18600
1-Sep-08,20,20189,18891
1-Sep-08,21,19466,18453
1-Sep-08,22,18391,17033
1-Sep-08,23,17090,15604
1-Sep-08,24,16214,14630
2-Sep-08,1,15630,14005
2-Sep-08,2,15048,13597
2-Sep-08,3,14728,13288
2-Sep-08,4,15231,13397
2-Sep-08,5,15489,13950
2-Sep-08,6,16701,15235
2-Sep-08,7,18067,16782
2-Sep-08,8,19168,18018
2-Sep-08,9,20165,19032
2-Sep-08,10,21163,19987
2-Sep-08,11,21804,20828
2-Sep-08,12,22250,21215
2-Sep-08,13,23115,21848
2-Sep-08,14,23576,21955
2-Sep-08,15,23701,22267
2-Sep-08,16,24164,22547
2-Sep-08,17,24079,22625
2-Sep-08,18,23896,22356
2-Sep-08,19,23121,21509
2-Sep-08,20,23082,21582
2-Sep-08,21,21711,20555
2-Sep-08,22,20241,18840
2-Sep-08,23,18504,17259
2-Sep-08,24,17050,15869
3-Sep-08,1,16716,14947
3-Sep-08,2,16025,14387
3-Sep-08,3,15421,13921
3-Sep-08,4,15685,14023
3-Sep-08,5,16455,14565
3-Sep-08,6,17378,15688
3-Sep-08,7,18370,17049
3-Sep-08,8,19387,18194
3-Sep-08,9,20143,19302
3-Sep-08,10,21094,20275
3-Sep-08,11,21382,20981
3-Sep-08,12,21957,21370
3-Sep-08,13,22683,21836
3-Sep-08,14,23080,22305
3-Sep-08,15,23580,22630
3-Sep-08,16,23816,22956
3-Sep-08,17,23852,22975
3-Sep-08,18,23574,22493
3-Sep-08,19,23004,21948
3-Sep-08,20,23048,22120
3-Sep-08,21,22003,21148
3-Sep-08,22,20956,19611
3-Sep-08,23,19240,17807
3-Sep-08,24,17299,16527
4-Sep-08,1,16914,15534
4-Sep-08,2,16834,15052
4-Sep-08,3,16378,14608
4-Sep-08,4,15938,14507
4-Sep-08,5,16496,14862
4-Sep-08,6,17437,15968
4-Sep-08,7,18317,17498
4-Sep-08,8,19811,18649
4-Sep-08,9,20882,19281
4-Sep-08,10,21498,19868
4-Sep-08,11,21946,20396
4-Sep-08,12,22723,20727
4-Sep-08,13,23359,21250
4-Sep-08,14,23519,21296
4-Sep-08,15,23398,21374
4-Sep-08,16,23680,21638
4-Sep-08,17,23253,21583
4-Sep-08,18,22568,20807
4-Sep-08,19,21965,20354
4-Sep-08,20,22506,20640
4-Sep-08,21,21582,19765
4-Sep-08,22,20327,18551
4-Sep-08,23,18505,17006
4-Sep-08,24,17538,15892
5-Sep-08,1,17218,15415
5-Sep-08,2,17380,14972
5-Sep-08,3,17081,14515
5-Sep-08,4,17169,14568
5-Sep-08,5,17965,15173
5-Sep-08,6,19315,16459
5-Sep-08,7,20827,18048
5-Sep-08,8,21570,19277
5-Sep-08,9,21808,19885
5-Sep-08,10,22676,20498
5-Sep-08,11,22534,20836
5-Sep-08,12,23063,20819
5-Sep-08,13,22945,20816
5-Sep-08,14,22803,20665
5-Sep-08,15,22425,20505
5-Sep-08,16,22032,20209
5-Sep-08,17,22069,20100
5-Sep-08,18,21860,19697
5-Sep-08,19,21274,19030
5-Sep-08,20,21080,19090
5-Sep-08,21,20195,18477
5-Sep-08,22,19232,17333
5-Sep-08,23,17791,16040
5-Sep-08,24,16763,14917
6-Sep-08,1,16181,14075
6-Sep-08,2,15672,13829
6-Sep-08,3,15593,13485
6-Sep-08,4,15367,13388
6-Sep-08,5,15731,13406
6-Sep-08,6,15717,13822
6-Sep-08,7,16485,14294
6-Sep-08,8,17512,15266
6-Sep-08,9,18475,16210
